MovieID,Title,Review
57,噤界,"This review contains **spoilers**.
So let’s First get this out of The way I’ve never been more frustrated, by people eating popcorn, fidgeting, & Coming in late. 

Anyways form the very start I had so many questions, how’d they get here? Where’d the Monster come from? Etc. And by the end I have no answers and even more questions. Are they gonna survive and kill all the Monsters? Is everyone else dead? Why’d they think to have a baby? But that doesn’t matter.

We’re just tossed into this situation with no explanation to almost anything. The only things we really know is of course making lond sounds means you’re likely gonna die. And High Pitch Sounds Hurts the Monster. 

Wish is a smart Choice and come to think of it is kinda obvious, maybe a little too obvious. Like how’d they never think about that? Either way. 

A quick note for surviving other then the soundproofing here and there. Why not have a sound bomb of sorts, you could just throw? That would have toldy saved the Dad from having to sacrifice him self. 

That isn’t to say they’re stupid they had many Smart decisions such a The sand paths, the box for the baby (wish was kinda sad), the little sound proof room, the Radio, and the fireworks. And that’s just the sound related stuff the Lights and Fires Where also Smart.

Otherwise the cast give us some incredible performances and lots of good chemistry. It probably helps that John and Emily are a real couple. Speaking of wich John Krasinski has Written and Directed a very clever and suspenseful horror film. I’ve never been more scared of corn in my life. Also had jumped at water. 

And the sound department specifically the Foley Artist have never shined greater in any film I have ever seen before. The sound is a way flipped from most horror films as it’s when the music drops and everything goes quiet that the Monster attacks. But not in this case everytime the Monster comes it’s a big moment.

Although I have nothing against a R rating. In fact I’m somethimes more likely to see a film because of a R rating, it shows they have gus and they are willing to take a risk. F*ck you MPAA!!! 

Anyways some times all kinds of unnecessary crap is put in a Film because they like oh yeah we’re rated R. Although that’s not always needed this Film proves a well done PG-13 can still be dark and brutal. Killing a Child with in the first 10ish minuets, is a little dark. Although come on that kid had it Coming as soon as he grab those batteries. there’s almost a bit of blood maybe the MPAA is pulling back on some things. Probably not those F*ck you MPAA!!!

Ok sorry my review is getting to become rated R. 😆

Also I wanted to note for whatever reason I enjoy films where I can count the entire cast.

Along side Get Out it seems people form comedy make better Horror film Directors then most Horror film Directors. It definitely makes sense though it’s all about that timing.


In Short It was a gripping film from start to finish. I’d highly recommend to all Horror and Thriller Fans. Although because of spoilers in this review you probably already saw it. 


So leave a comment and let’s discuss.

No likes"
57,噤界,"**_No important spoilers here_**

In a **dystopic future**, the humanity has been severely smitten by strange blind creatures that feast on living flesh, both human and animal. In spite of being blind, the creatures have a super hearing and can identify sounds from far away. The creatures are nearly indestructible and very effective killers, and once they hear you, you are most likely dead.

The movie follows a surviving family trying to keep alive in this harsh reality. The movie setup is incredibly well-built to transpire the precaution, the constant fear, and the direful consequences of an unthought action in this terrible future. **The sound effects are awesome**, and the director can successfully use the nearly-constant silence in contrast to the hassle of being followed by those creatures.

The **acting is solid** and helps to immerse the watcher in the well-built plot.

My only regret for this movie is that it ends during a climax, when we are not ready to stop watching it yet. **It could be 30 minutes longer** to explain some missing points and to show what happens after the ending.

Overall, **an awesome movie**, well-thought and beautifully produced in every aspect."
57,噤界,"Every time a horror movie does something that I've never seen before, that gets me very excited. _A Quiet Place_ is such a movie. I do believe that maybe _A Quiet Place_ doesn't **quite** deserve the praise that it has received. Not that it isn't a good movie, just that said acclaims have been **so** high, to the point that I think maybe just the fact that it's original isn't enough to earn those laurels.

I still am a fan of the movie, hardline, absolutely, just maybe a little underwhelmed given the reviews.

_Final rating:★★★ - I liked it. Would personally recommend you give it a go._"
58,媽的多重宇宙,"FULL SPOILER-FREE REVIEW @ https://www.msbreviews.com/movie-reviews/everything-everywhere-all-at-once-spoiler-free-review

""Everything Everywhere All at Once is undoubtedly one of the best movies of the year, finally putting Daniels on the mainstream radar.

With such a low budget, it's almost humiliating that so many expensive Hollywood blockbusters can't even reach the heels of so much originality, imagination, excitement, and emotion. Michelle Yeoh leads the troops in a film that also pays homage to the iconic career of the actress who, at 59 years old, accompanies the fantastic stunt team in truly outlandish fights.

The mother-daughter relationship as the emotional core of the story follows a surprisingly predictable path and needs a few more dialogues to deliver an even more powerful climax, but it still induces tears and a genuine sense of concern for the characters.

Technically, all the elements are so creatively unique that it warrants the clickbait ""you've never seen anything like this"".

See it in theaters!""

Rating: A"
58,媽的多重宇宙,"A truly sensational film! The utter definition of a must-watch.

<em>'Everything Everywhere All at Once'</em> is impressive from every single viewpoint. I had heard murmurs of it being a great film, yet it still managed to completely smash my expectations. This 2022 release features a superb cast, a fascinating story and some top notch visuals. The editing and pacing, in particular, are brilliant.

The onscreen talent are all fantastic, but Michelle Yeoh is still the absolute standout from this. What a performance! I could watch her in this role over and over and over. With that said, Ke Huy Quan (welcome back!) is awesome as well, as are Stephanie Hsu, James Hong and Jamie Lee Curtis. Everyone plays their part very, very well.

All of the humour lands, with some parts being truly funny. It also manages to show supremely enjoyable action alongside a highly meaningful side too. In short: EEAAO is outstanding - you must see it if you get the opportunity!

<em>Raccacoonie 👀</em>"
58,媽的多重宇宙,"I loved both Michelle Yeoh (""Evelyn"") and Jamie Lee Curtis (""Deirdre"") in this entertainingly surreal take on the latest multi-verse theme to hit the cinemas. The former is a lady trying to balance the books at her failing laundry who must face the wrath of the latter - an imposing IRS investigator. Add to her woes, she has her hapless husband ""Waymond"" (Ke Huy Quan); her recently out lesbian daughter ""Joy"" (Stephanie Hsu) and her imperious and disapproving father ""Gong Gong"" (James Hong). Frankly, this poor woman does not have her troubles to seek. Then, all of a sudden, there is a rift - and in best Lewis Carroll tradition, ""Evelyn"" finds herself in not just one, but in multiple realities where she has everything from superpowers to a need to save the world from beings that would permanently unravel all the layers of existence on planet Earth. It's frankly impossible to adequately evaluate the plot - it lurches, veers, wobbles and meanders all over the shop with precious little linear to guide the viewer. It is a tour de force from Yeoh, well directed and scripted - frequently amusingly - that asks just as many questions as it strenuously attempts to avoid answering. It is aptly titled - and you need to have your eyes (and your brain) on wide beam to get the most from this feast of ostensibly nonsensical, but often poignant, series of escapades that search for what could constitute any degree of life-satisfaction for ""Evelyn"". A second viewing is highly recommended - it has plenty more to give once you've calibrated your senses after the first time, and big screen shows off some great VFX that do not impose themselves on this character-driven movie."
59,屍控奇幻旅程,"**Two strangers in an unusual circumstance take a weirdest journey.**

My initial thought was this is a new version of 'Weekend at Bernie's', but very soon I realised it is not. This film is a bit disgusting. Watching alone makes okay or with the close buddies, but not good for beyond that. I totally appreciate the effort and obviously the fresh idea for a film from the Hollywood, but the film is not a masterpiece or entertaining. Because a plot like this is not worth for a 90 minute stretch. It should have been a short film or the story should have developed to a better one.

There are lots of questions regarding the film. The film did not detail everything it showed, so that's the first negative about it. It opened with a young man stranded on a tiny island who tries to commit suicide, but abandons the plan and takes a weirdest ride in the sea seeking land to get rescued by its people. Though he's not alone, a strange young man accompanies him. So it's like theirs journey of self-discovery, but how it all ends is the crucial final segment.

Both the young actors were good in theirs very challenging roles, particularly Daniel Radcliffe. The directors too to be praised for managing to pull it off so well. But it was the screenplay that did not deliver as I anticipated. The film was different, but nothing impressive at all, so I think it is good for watching at once. Maybe if I understand or get the answers for my doubts, I might change might stance. For now this is an average film.

_5/10_"
61,卧虎藏龍,"Easily my favourite of Lee's films, plus this was a no-brainer for me to watch, since I love martial arts films and the three stars. Peter Pau's cinematography and Dun Tan's soundtrack deservedly won two of the four Oscars, amidst its ten nominations, but even though the production values and story were the reason that this, rather than more significant martial arts classics, such as 'The 36th Chamber of Shaolin' and other Shaw Brothers' masterpieces of the genre is that it stepped outside the box and became mandatory viewing for both genders and all cultures with its love story, in the same way that 'Rocky' isn't simply a boxing movie. Still fascinating watching today, and the scene in which the restaurant is destroyed is one of the most fascinating set-pieces I have yet seen."
61,卧虎藏龍,"""Master Li"" (Chow Yun-Fat) asks his lifelong friend ""Yu Shu Lien"" (Michelle Yeoh) to take his legendary sword ""Green Destiny"" and deliver it to ""Sir Te"" (Sihung Lung) at the Imperial court. Turns out, though, that security there isn't so hot and the sword is stolen by a very able and nimble thief who only just escapes the pursuit of ""Shu Lien"" - who reckons she really knows whom the thief is. A visit to ""Jen"" (Ziyi Zhang) and the swift return of the sword seem to confirm her suspicions but then the sword is stolen again and aside from narking ""Sir Te"" this sets up a series of adventures for ""Li"", ""Shu Lien"" and ""Jen"" as we discover there may be a connection to the former man's nemesis ""Jade Fox"" (Pei-Pei Cheng). There is room, gradually, for a little romance but for the most part this is a quickly paced adventure that builds well on some beautiful cinematography with a solid story underpinned by some magical mythology and plenty of swordplay. Unlike many of the genre, the combat scenes are naturally choreographed and do not drag on interminably and repetitively. This has a more characterful narrative that involves us in the mystery, the vendetta - even the slowly simmering love story. For my money, this is easily the best film as yet made by Ang Lee and is well worth seeing on a big screen if you can find one."
62,瘋狂亞洲富豪,"_Crazy Rich Asians_ is not really my type of movie, I don't go in much for romcoms, and I don't think I'm fully on board with some of the messages it's trying to put out there. But I can appreciate that it's very well made, culturally very important, and even kind of endearing.

_Final rating:★★½ - Not quite for me, but I definitely get the appeal._"
62,瘋狂亞洲富豪,"Crazy Rich Asians expends its expensive mahjong skills to produce a hilarious heartfelt insight into a familial cultural clash. Romantic comedies. The amalgamation of two genres that exercise the very worst tendencies of Hollywood’s mechanical repetitions. Modern romcoms follow the same formulaic narrative structure and embed the same interpretive clichés. Y’know what I’m talking about. Boy and girl fall desperately in love, something/someone comes between them, they fight, break-up and embrace each other again, to the accompaniment of Coldplay or Ed Sheeran, when they realise that “they are the one”. All the same mundane clichés that fail to exert the writing capacity to take those mechanisms and overload them with ferocious energy.

Well, Chu’s adaptation of the eponymous best-selling novel battles that. He consumes the cliché-ridden narrative structure of a romcom and transforms it into a cultural depiction of Asian traditions, juxtaposing the values of American immigrants, whilst still bashing the familiar beats of “boy meets girl”. And let me tell you now, this is without a doubt, the best romcom since ‘Bridesmaids’. I loved it! Rachel is invited by her new boyfriend Nick to Singapore to meet his family who are attending a wedding, but without realising Nick’s family is one of the wealthiest, infamous and superficial in the country.

Chu tackles several poignant themes and morals within this two hour romantic comedy, whilst retaining a sufficient amount of investable character development and hilarity. Yes, the underlying story between Rachel and Nick is a predictable ordeal, but much like any film within the genre, acts as the backbone for the additional qualities. One of them being the exploration into Asian culture, particularly the continent’s cuisine, highlighting the traditions that contrast with the typical audience member. I cautiously read somewhere, that Crazy Rich Asians was the “whitest romcom featuring a non-white cast”, which is an absolute barbaric statement to form. The predominant cast and crew were all of Asian descent. Just because the film was confounded within the Hollywood system, does not discredit the contents of its insight. Overtly politically correct viewers bumbling about a non-issue. I’m sure ‘Black Panther’ didn’t receive the same criticism from them. Anyway! I digress.

The point is, Chu allows the illustration of traditions and values to be accessible for everyone. However it’s not just a cultural clash. Wealth and public image are two contributing factors to the spiky relationship between Rachel and and Nick’s family. Yet neither one of them are viewed as the antagonistic force of the plot. Every character is treated as a delicate human, with sufficient back story and development, to warrant their choices and actions. A sub-plot involving an affair could’ve been a “how dare you!? We’re over!” situation, but Chu manages to present the reasoning of the immoral act and add that subtle layer of empathy. You understand. You feel. You reflect. And there are several poignant moments throughout, like this, that elevate the contextual values that are insightfully divulged.

Of course though, Awkwafina provides the majority of laughs, demonstrating the creative humour of writers Chiarelli and Lim whilst showcasing her own excellent comedic timing. Conversely, Wu and Yeoh focus on levelling the comedy with romance and drama respectively. They do so with blinding results. Expressing a variety of emotions, participating in tantalising chemistry and bringing their A-game (their...acting game...).

The lavish ‘Great Gatsby’ parties and genuinely beautiful weddings, that performed a rendition of my all-time favourite romantic song “Can’t Help Falling In Love With You” by Elvis “Hound Dog” Presley, nearly brought a tear to my eye with the astounding production design. Minor nuances such as the pop soundtrack, including Coldplay, sung in Mandarin, dumplings being everything and my eternal yearning for marriage, rounded off the rough edges of Crazy Rich Asians smoothly.

It is absolutely refreshing to see a high-ticketed American produced romcom have an entirely Asian cast and crew, granting several new opportunities for those involved. It is absurdly reassuring to witness a cliché-ridden and formulaic narrative of the genre be fully exploited in a wonderfully entertaining story that harnesses every angle available. Yet most importantly, it’s a colossal piece of entertainment that can legitimately be enjoyed by everyone. Crazy fun, rich in characters and quintessentially Asian. More please!"
62,瘋狂亞洲富豪,"**Crazy Rich Asians doesn’t reinvent the rom-com formula but adds rich characters, cultures, and locations taking this rom-com to the next level.**

Crazy Rich Asians is an incredibly well-done rom-com that follows the typical rom-com blueprint but diverges by exploring cultures other than the frequent American setting. Learning more about Singapore and its people and customs added an intriguing layer to the film. Crazy Rich Asians boasts an absolutely stacked cast with Constance Wu, Henry Golding, Michelle Yeoh, Gemma Chan, Awkwafina, Ken Jeong, and more. With all that talent, it’s no wonder that Crazy Rich Asians is a top-notch romantic comedy with beautiful locations, hilarious laughs, heartfelt moments, and more."
63,異星入境,"Prior to approaching this film, a word of warning that it is what many like to call a ""thinking person's sci-fi"". If you're going to watch this, I beg that you dedicate your utmost attention to it, as it is truly one rewarding experiences, one of the smartest, most well-constructed science fiction marvels of recent years. 'Arrival' is Villeneuve's magnum opus.

Firstly, to put your mind at ease, I won't be analysing the plot, thus avoiding the use of spoilers. This decade, Villeneuve has crafted some fantastic works of art in the form of 'Prisoners', 'Sicario' and now this science fiction gem, and here's hoping his career further develops with more movie masterpieces coming our way. In a world where mysteries remain and the possibility of extraterrestrial life still stands unanswered, 'Arrival' approaches this with it's cliche-free take on the genre.

The relatively unknown Bradford Young provides the film with some of the most stunning cinematography ever conceived, taking advantage of the twilight hour to give the film its somewhat unique look, supported magnificently by Icelandic composer Jóhann Jóhannsson whose score is both haunting and beautiful. If you're someone looking for a science-fiction tale that keeps you guessing and thinking throughout, with fantastic performances, cinematography, music and near-flawless direction, then 'Arrival' is the film for you. The masterpiece of 2016!"
63,異星入境,"Denis Villenueve offers a great film, but one that is exactly what the trailer put forth, this is not a Sci-Fi War film waiting to happen, or a modern-day horror. It's a character-driven piece about politics, life, humanity and communication.

_Final rating:★★★½ - I strongly recommend you make the time._"
63,異星入境,"**It was a perfect contact, but troubled at the communication.**

The film was decent. Nowadays there are lots of altered versions coming that you won't easily say those are the remakes or reboots or spin- offs or whatever they call them in these days. Like 'Premotheus' to 'Alien', this film can remind you a few titles from the past, but 'Contact' is what the majority of us believes it got inspired.

The eight Oscars nominees for the film is insane. I know some people liked it, and the film was good, that does not mean it is an Oscar product. I'm okay with the technical side recognition as it deserved that. So visually it was very good, but not a special effects extravaganza. Just a simple sci-fi drama, with a few thrills, particularly towards the end.

When the unexpected visitors from the outer-space land their ships in the twelve different locations on the earth, the humans patiently try to communicate with them to learn their intentions. This story focused on the American soil, where experts are brought in to decode the alien language. How the rest of tale develops was told in the remaining parts.

To me it smells like a trilogy. If not, it should be. I enjoyed it, mainly because of being a drama. Sci-fi is always associated with action, adventure and thriller, but this drama was something fresh as per todays computer graphics dominated cinema world. This is particularly for the family and older people like the grownups. Like I said the youngsters love action and violence. So it is a one time viewable film and you will get everything in that attempt itself.

_7/10_"
64,私法爭鋒,"Really intense and well done thriller. One of the few in the last years with great performances by Jackman, Gyllenhaal and Dano.

It also has some content to chew. I really enjoyed watching it."
64,私法爭鋒,"Certainly Villenueve's most accessible film, but still a very good one.

Final rating:★★★½ - I strongly recommend you make the time."
64,私法爭鋒,"What a powerful film and what a great acting. I just couldn't help rewinding various scenes throughout, especially when Jackman's character showed anger and frustration for either his child being abducted or having what he thought was the culprit being tortured, although getting nowhere. Definitely a must for Mystery/Drama.

8/10"
65,以你的名字呼喚我,"Alongside _Weekend_ and _Moonlight_, _Call Me By Your Name_ is the greatest queer film I have seen in the past ten years. It's a gorgeous, quiet masterwork - Luca Guadagnino has given us something truly special here. I'll cherish this one for a long, long time as it's extremely human and very personal. The fact that the legendary James Ivory wrote the screenplay for this shoots this over the top and slam dunks it into the cinematic stratosphere. Truly stunning work that deserves to be remembered, preserved, and celebrated for decades to come.

The performances in this are so mesmerizing. I've never liked Armie Hammer as much as I like him in this. He really embodies his character and it's a lived in, fully realized performance. Timothée Chalamet - who has a great year ahead of him with other big projects - is absolutely captivating as the young lead in this coming-of-age tale. I've seen many a coming-of-age film, but this one is one of the truest portrayals of a gay youth coming to terms with his sexuality, emotions, and his own body.

There are so many phenomenal scenes, but the one that stands out above the rest - and the one that made me cry in a theatre full of festivalgoers - is Michael Stuhlbarg's final monologue. It's one of the most honest and real moments I've seen in any film and one of the best father and son moments too. Crossing my fingers so hard that this becomes a huge critical darling and garners some attention come awards time (specifically for Guadagnino, Ivory, Chalamet, and Stuhlbarg).

Oh, and bonus points for that final shot of Chalamet's face as the credits roll. It's the best of its kind since Glazer's _Birth_ in 2004 when Nicole Kidman shattered all of our souls. Chalamet does the same thing here and it's overwhelmingly stunning."
65,以你的名字呼喚我,"A near-perfect, timeless movie which will be responsible for many tears and yeast infections. Languid small-town living is captured perfectly, as is the tentative romance between the leads. I can't think of any substantive criticism until the last 25 minutes, when the movie becomes sloppy, less of a climax than a dissipation. (And personally, I'd have liked to see a sliver more of sexuality, which is oddly lacking.) Still, it's good. Watch it."
66,沙丘,"FULL SPOILER-FREE REVIEW @ https://talkingfilms.net/dune-part-two-review-the-new-generational-epitome-of-sci-fi-epics/

""Dune: Part Two surpasses even the highest expectations, establishing itself as an unquestionable technical masterpiece of blockbuster filmmaking.

With a narrative that deepens the complex web of political relationships, power, faith, love, and destiny, it not only provides a breathtaking audiovisual spectacle, thanks to the genius of Denis Villeneuve, Greig Fraser, and Hans Zimmer, but it also offers a profound meditation on universal human themes through thematically rich world-building and thoroughly developed characters. The superb performances of the entire cast, led by a career-best Timothée Chalamet and a mesmerizing Zendaya, further elevate this incredibly immersive cinematic experience.

It warrants comparisons with the greatest sequels in history, easily becoming the new generational epitome of sci-fi epics.""

Rating: A+"
66,沙丘,"As anticipated, a thrilling watch!

I enjoyed <em>'Dune'</em>, though remember thinking it was obviously a complete set-up to a sequel and that this would only improve upon its predecessor - and that's very much the case. <em>'Dune: Part Two'</em> is excellent! My interest did wane slightly at roughly the middle part, as was similarly the case with the first film in truth, but that was a feeling that only lasted for a relativiely short time.

All in all, it's fantastic. The acting is top notch, the visuals are breathtaking <em>(those sandworms tho)</em> and the score is outstandingly hefty - you can always rely on the great Hans Zimmer! Timothée Chalamet stars yet again, as do the likes of Rebecca Ferguson, Zendaya, Dave Bautista & Co. The person I actually enjoyed most on screen was Javier Bardem, who is truly brilliant throughout. 

Bring on <em>'Dune Messiah'</em>! On that note, happy to read that director Denis Villeneuve has noted that he won't be rushing that one out - and rightly so!"
66,沙丘,"This is certainly a great looking film to see on a big screen with some really effective, almost industrially sounding, audio - but what happened to the story? It's wafer thin and really stretched out for 2¾ hours. We pick up with ""Paul"" (Timothée Chalamet) and his mother (Rebecca Ferguson) trying to convince the ""Fremen"" that they are worth the hassle. Fortunately, leader ""Stilgar"" (Javier Bardem) is convinced of the messianic state of the young refugee, whilst their own reverend mother is on her last legs which might give ""Jessica"" a chance to prove her own worth, and provide an opportunity to peddle some embellished mythology about her son's ascendant propheteering. All of this manoeuvring and politicking is having quite an impact on ""Chani"" (the under-used Zendaya) and on the relationship between her and the increasingly worshipped new Duke. Meantime, now fully reinvigorated and emerged from his bath of recuperative Guinness, the evil ""Baron Harkonnen"" (an almost Zeppelin-like Stellan Skarsgård) has recruited his lethal nephew ""Feyd-Rautha"" (Austin Butler) to get to grips with the rebellion on ""Arrakis"" that is bringing him into the gaze of an ill-satisfied emperor (Christopher Walken). Battle lines are drawn! Now whilst I did enjoy this, the rest of the film is a gloriously photographed but slowly paced hybrid of ""Khartoum"" (1966) and ""Lawrence of Arabia"" (1962) with a bit of the ""Phantom Menace"" (1999) thrown in for good measure. The acting is adequate but the characterisations are all too routinely sacrificed at the altar of the stunning visuals and from about an hour to go, I was convinced this this was but part two of three (or maybe even more). Walken and Charlotte Rampling feature all too sparingly to make much difference, indeed even Zendaya's warrior-like tendencies seem to have been neutered rather and I though that Chalamet just tried far too hard to imbue his character with a strength that he was far more successful with first time round. That said, it does work well enough as a classy and well produced sci-fi adventure with plenty of action and mysticism but I needed more meat on it's bones. I still get distinctly squeamish when I watch what they do with the water, let alone where they get it from!!"
67,波希米亞狂想曲,"If _Bohemian Rhapsody_ is so great, why was the best part of it Tom Hollander saying a single word? Don't get me wrong, Rami Malek deserves props for the role, that much is true (less perhaps than he's been getting, but still, props). But beyond that, _Bohemian Rhapsody_ is bland, choppy, arguably even offensive. There **might** be some value in one of those sing-along type deals if you can get enough Queen fans together for one, but I'll never know, because I have no interest in re-watching this.

_Final rating:★★ - Had some things that appeal to me, but a poor finished product._"
67,波希米亞狂想曲,"If _Bohemian Rhapsody_ is so great, why was the best part of it Tom Hollander saying a single word? Don't get me wrong, Rami Malek deserves props for the role, that much is true (less perhaps than he's been getting, but still, props). But beyond that, _Bohemian Rhapsody_ is bland, choppy, arguably even offensive. There **might** be some value in one of those sing-along type deals if you can get enough Queen fans together for one, but I'll never know, because I have no interest in re-watching this.

Final rating:★★ - Had some things that appeal to me, but a poor finished product."
67,波希米亞狂想曲,"Bohemian Rhapsody is not a biography of Freddie Mercury, nor a biopic of Queen. It's a story based on a selection of key events occurring between the formation of the band and their appearance at Live Aid.
As a Queen fan I found this film utterly engrossing and enjoyable. The acting brilliantly invokes the characters in the band and the music provides a thumping rhythm to carry the story along.
Queen aficionados may be affronted by the out of sequence music performances and the highly selective approach to the story telling but if you can see past that, you'll enjoy a storming film with a spine-tingling conclusion as the Live Aid performance is brilliantly recreated."
